disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-051591,geopolitical,automotive,1,asia-pacific,medium,True,4,69.6,8327360.63,alternative supplier,1,28,112,False
DIS-051592,port congestion,pharmaceuticals,1,asia-pacific,large,False,2,21.2,1072312.08,production reroute,1,21,36,True
DIS-051593,labor strike,consumer goods,3,europe,large,False,3,32.7,1726223.36,combined strategy,5,70,158,True
DIS-051594,geopolitical,electronics,3,south america,small,True,1,15.3,134905.08,alternative supplier,1,7,29,False
DIS-051595,cyber attack,electronics,4,south america,medium,True,2,2.3,62419.92,alternative supplier,2,30,67,False
DIS-051596,cyber attack,automotive,1,north america,medium,True,3,57.6,2021154.9,alternative supplier,6,29,53,False
DIS-051597,factory incident,electronics,1,north america,medium,True,1,5.4,306532.12,alternative supplier,2,14,25,False
DIS-051598,natural disaster,electronics,1,europe,medium,True,3,54.2,402024.01,alternative supplier,1,14,95,False
DIS-051599,port congestion,consumer goods,3,north america,medium,False,1,15.8,94442.99,production reroute,1,9,53,False
DIS-051600,geopolitical,automotive,1,europe,small,True,2,27.8,632676.42,alternative supplier,3,5,68,False
DIS-051601,natural disaster,electronics,1,asia-pacific,large,False,2,30.9,3011435.64,inventory buffer,8,22,76,False
DIS-051602,cyber attack,electronics,1,north america,medium,False,4,71.8,3122526.43,combined strategy,5,24,119,True
DIS-051603,cyber attack,electronics,4,south america,medium,True,4,20.4,1187154.19,combined strategy,7,35,99,False
DIS-051604,factory incident,electronics,1,africa/middle east,small,False,1,17.6,306706.28,production reroute,2,5,16,False
DIS-051605,port congestion,consumer goods,3,south america,large,True,3,28.6,1032101.88,production reroute,5,44,81,False
DIS-051606,natural disaster,automotive,1,africa/middle east,small,True,3,42.7,559406.37,alternative supplier,2,10,68,False
DIS-051607,factory incident,aerospace,1,asia-pacific,small,False,3,43.8,1542668.38,inventory buffer,2,33,126,False
DIS-051608,natural disaster,pharmaceuticals,3,asia-pacific,medium,False,4,44.4,2091906.69,production reroute,1,16,56,False
DIS-051609,natural disaster,aerospace,2,south america,medium,False,3,37.6,4510288.84,combined strategy,1,33,85,True
DIS-051610,labor strike,aerospace,1,asia-pacific,medium,True,1,8.0,759658.66,production reroute,1,5,21,False
DIS-051611,port congestion,automotive,1,europe,large,True,2,37.0,3681115.66,alternative supplier,2,19,44,False
DIS-051612,labor strike,consumer goods,3,africa/middle east,medium,True,2,12.0,1875155.76,alternative supplier,1,41,68,False
DIS-051613,labor strike,automotive,2,north america,medium,False,3,43.1,1453643.89,combined strategy,1,23,147,True
DIS-051614,geopolitical,aerospace,4,asia-pacific,medium,True,4,14.0,2086279.69,alternative supplier,1,35,126,True
DIS-051615,port congestion,pharmaceuticals,3,africa/middle east,medium,False,1,8.6,456783.18,production reroute,2,9,26,False
DIS-051616,factory incident,automotive,1,asia-pacific,medium,True,1,4.7,146366.71,alternative supplier,4,6,14,False
DIS-051617,natural disaster,automotive,3,europe,medium,False,3,37.0,1834659.39,inventory buffer,4,11,42,False
DIS-051618,geopolitical,consumer goods,1,africa/middle east,medium,True,3,32.6,407020.65,alternative supplier,5,28,90,False
DIS-051619,natural disaster,pharmaceuticals,2,europe,small,False,2,21.9,169520.82,inventory buffer,10,3,9,True
DIS-051620,factory incident,automotive,1,asia-pacific,small,True,3,41.7,626165.94,combined strategy,4,6,123,False
DIS-051621,natural disaster,electronics,2,asia-pacific,medium,True,1,37.2,2057501.53,production reroute,3,3,8,True
DIS-051622,port congestion,consumer goods,2,europe,medium,True,1,1.0,44362.91,alternative supplier,1,3,24,True
DIS-051623,cyber attack,automotive,2,south america,medium,False,3,44.8,2749165.95,alternative supplier,1,79,292,True
DIS-051624,geopolitical,automotive,1,asia-pacific,large,True,3,40.3,3218468.82,inventory buffer,1,19,41,True
DIS-051625,labor strike,automotive,1,europe,medium,True,2,15.6,1048657.63,inventory buffer,1,11,70,True
DIS-051626,labor strike,automotive,2,asia-pacific,small,False,2,22.8,274458.87,inventory buffer,2,19,66,False
DIS-051627,cyber attack,pharmaceuticals,3,asia-pacific,medium,True,4,38.5,3921130.3,alternative supplier,1,76,116,True
DIS-051628,natural disaster,electronics,1,asia-pacific,small,False,2,44.8,1343464.86,alternative supplier,1,8,27,False
DIS-051629,port congestion,automotive,4,asia-pacific,large,True,3,19.6,3659929.32,alternative supplier,1,20,39,False
DIS-051630,factory incident,electronics,3,africa/middle east,medium,True,1,12.4,524358.51,alternative supplier,1,15,32,False
DIS-051631,labor strike,pharmaceuticals,1,europe,large,True,2,21.6,4346965.47,inventory buffer,1,42,51,True
DIS-051632,geopolitical,electronics,2,south america,medium,False,4,53.0,1640709.34,production reroute,4,8,137,False
DIS-051633,geopolitical,pharmaceuticals,2,africa/middle east,large,True,2,28.4,7073980.32,alternative supplier,1,39,64,False
DIS-051634,geopolitical,aerospace,2,asia-pacific,small,False,2,13.9,427547.44,customer delay,4,4,28,True
DIS-051635,natural disaster,electronics,4,africa/middle east,small,True,4,33.9,772314.79,alternative supplier,5,66,101,True
DIS-051636,geopolitical,aerospace,2,africa/middle east,small,True,2,31.3,613768.94,alternative supplier,3,24,42,False
DIS-051637,port congestion,consumer goods,4,europe,large,True,3,43.6,330116.08,alternative supplier,1,26,80,True
DIS-051638,port congestion,automotive,1,asia-pacific,small,False,2,34.6,243256.11,inventory buffer,1,52,71,True
DIS-051639,labor strike,pharmaceuticals,3,south america,medium,False,2,39.8,4234157.41,customer delay,1,22,71,False
DIS-051640,natural disaster,electronics,2,asia-pacific,large,True,3,48.6,7715372.38,inventory buffer,5,3,73,False
DIS-051641,natural disaster,electronics,2,asia-pacific,large,True,3,42.8,16333154.23,alternative supplier,4,9,81,False
DIS-051642,port congestion,consumer goods,2,north america,small,True,1,10.1,47744.85,alternative supplier,3,7,12,False
DIS-051643,geopolitical,consumer goods,2,north america,medium,True,2,39.3,347197.85,production reroute,1,3,13,False
DIS-051644,cyber attack,pharmaceuticals,2,asia-pacific,medium,False,5,53.3,2006140.87,production reroute,1,96,140,False
DIS-051645,cyber attack,automotive,1,europe,medium,False,4,61.6,368992.36,production reroute,7,61,165,False
DIS-051646,geopolitical,pharmaceuticals,3,europe,large,True,4,46.0,6687857.55,alternative supplier,1,63,204,True
DIS-051647,cyber attack,pharmaceuticals,1,europe,medium,True,5,87.3,10539050.57,alternative supplier,9,32,82,True
DIS-051648,port congestion,aerospace,2,asia-pacific,medium,False,1,14.6,340371.11,customer delay,4,22,37,False
DIS-051649,port congestion,consumer goods,1,europe,small,False,1,1.0,10000.0,customer delay,4,20,28,False
DIS-051650,cyber attack,electronics,1,asia-pacific,small,False,3,29.3,213272.71,inventory buffer,1,36,178,True
DIS-051651,factory incident,pharmaceuticals,2,europe,large,True,2,14.3,2519080.12,alternative supplier,13,7,12,False
DIS-051652,port congestion,consumer goods,2,asia-pacific,medium,True,2,21.6,118437.73,alternative supplier,1,20,48,False
DIS-051653,port congestion,consumer goods,1,asia-pacific,medium,True,2,37.8,1751633.75,alternative supplier,1,8,25,False
DIS-051654,port congestion,electronics,1,north america,large,True,1,9.7,622104.38,alternative supplier,4,3,18,False
DIS-051655,port congestion,aerospace,2,asia-pacific,medium,True,2,15.2,1126935.67,alternative supplier,1,40,74,True
DIS-051656,natural disaster,aerospace,4,europe,medium,True,2,20.3,1257550.21,alternative supplier,1,26,44,False
DIS-051657,geopolitical,consumer goods,2,asia-pacific,medium,True,2,19.6,1351257.1,alternative supplier,2,3,40,False
DIS-051658,cyber attack,automotive,4,north america,small,False,4,19.6,675303.42,combined strategy,10,21,43,False
DIS-051659,geopolitical,consumer goods,3,north america,small,False,3,30.1,141998.76,inventory buffer,1,68,81,False
DIS-051660,labor strike,electronics,1,europe,medium,True,1,8.8,270556.85,alternative supplier,1,22,66,False
DIS-051661,factory incident,automotive,2,asia-pacific,medium,False,1,12.7,1538551.49,inventory buffer,6,20,31,True
DIS-051662,natural disaster,automotive,1,asia-pacific,medium,True,2,20.7,497148.57,production reroute,2,19,24,False
DIS-051663,geopolitical,automotive,3,north america,small,False,1,12.1,348526.81,inventory buffer,2,4,9,False
DIS-051664,geopolitical,electronics,1,north america,medium,False,3,50.9,1447190.19,customer delay,1,67,123,False
DIS-051665,labor strike,pharmaceuticals,2,asia-pacific,small,True,4,42.5,897512.46,alternative supplier,3,26,154,False
DIS-051666,cyber attack,pharmaceuticals,2,asia-pacific,medium,False,2,26.2,746777.35,production reroute,3,24,126,True
DIS-051667,labor strike,consumer goods,3,europe,medium,True,2,12.1,299509.27,inventory buffer,1,12,61,False
DIS-051668,port congestion,automotive,3,europe,medium,True,1,16.9,668876.91,production reroute,1,16,21,False
DIS-051669,factory incident,electronics,3,europe,small,True,2,27.2,127089.83,alternative supplier,4,47,70,False
DIS-051670,cyber attack,automotive,2,asia-pacific,medium,False,3,50.8,291584.21,alternative supplier,9,3,79,True
DIS-051671,port congestion,pharmaceuticals,1,europe,medium,True,1,1.0,39883.01,alternative supplier,10,4,23,True
DIS-051672,natural disaster,automotive,2,asia-pacific,medium,True,3,42.1,575558.37,alternative supplier,1,76,101,False
DIS-051673,labor strike,automotive,1,europe,medium,True,2,35.3,1317642.84,alternative supplier,1,14,19,False
DIS-051674,port congestion,pharmaceuticals,1,asia-pacific,medium,True,2,26.8,263436.51,customer delay,1,22,40,True
DIS-051675,port congestion,automotive,1,north america,medium,False,3,44.5,532001.8,production reroute,1,17,156,True
DIS-051676,cyber attack,pharmaceuticals,2,europe,medium,True,3,34.3,1631901.84,alternative supplier,8,25,48,False
DIS-051677,geopolitical,electronics,3,north america,small,False,2,20.8,226917.76,alternative supplier,5,64,87,False
DIS-051678,cyber attack,electronics,1,europe,large,True,1,18.5,1276951.09,alternative supplier,1,5,10,True
DIS-051679,geopolitical,consumer goods,1,europe,medium,False,4,75.5,1541582.81,production reroute,10,94,158,False
DIS-051680,natural disaster,consumer goods,4,africa/middle east,medium,False,4,19.9,106415.03,production reroute,6,13,198,True
DIS-051681,labor strike,automotive,4,europe,small,True,2,25.8,114933.44,alternative supplier,5,4,39,False
DIS-051682,natural disaster,consumer goods,4,north america,medium,True,3,19.4,107996.28,alternative supplier,3,64,98,False
DIS-051683,port congestion,aerospace,2,north america,small,False,2,12.1,80726.8,production reroute,1,54,62,False
DIS-051684,cyber attack,electronics,1,asia-pacific,small,True,4,60.8,418317.11,alternative supplier,1,36,105,True
DIS-051685,cyber attack,electronics,2,asia-pacific,small,True,3,43.8,98837.56,alternative supplier,3,9,22,False
DIS-051686,port congestion,electronics,2,asia-pacific,medium,True,4,46.1,9728890.89,alternative supplier,2,3,32,True
DIS-051687,labor strike,consumer goods,4,europe,large,True,2,16.3,4062895.43,inventory buffer,1,27,56,False
DIS-051688,cyber attack,consumer goods,3,europe,medium,True,2,35.2,674397.89,alternative supplier,1,17,57,False
DIS-051689,labor strike,consumer goods,3,asia-pacific,medium,False,1,35.7,339087.38,production reroute,7,24,44,False
DIS-051690,cyber attack,consumer goods,2,south america,large,True,2,44.3,1105289.51,alternative supplier,2,51,80,False
DIS-051691,cyber attack,aerospace,2,north america,medium,False,3,47.5,3036445.31,combined strategy,7,13,52,False
DIS-051692,geopolitical,aerospace,1,north america,medium,False,4,65.3,4742761.64,production reroute,1,30,100,True
DIS-051693,natural disaster,electronics,3,asia-pacific,large,True,3,37.3,3897916.8,alternative supplier,5,20,49,False
DIS-051694,factory incident,consumer goods,1,asia-pacific,large,True,1,17.7,1039312.89,alternative supplier,2,10,21,False
DIS-051695,cyber attack,automotive,3,asia-pacific,medium,True,4,54.2,4828588.39,alternative supplier,1,13,114,False
DIS-051696,port congestion,electronics,1,north america,small,False,4,62.6,568272.77,inventory buffer,4,59,344,False
DIS-051697,port congestion,electronics,1,europe,large,True,2,24.0,2370125.5,alternative supplier,10,13,39,False
DIS-051698,geopolitical,consumer goods,2,europe,medium,False,4,73.6,305554.51,combined strategy,6,7,99,False
DIS-051699,natural disaster,electronics,3,north america,medium,True,3,27.4,1775417.54,alternative supplier,1,33,71,False
DIS-051700,cyber attack,automotive,3,north america,small,False,4,39.8,201572.78,combined strategy,10,70,195,False
DIS-051701,factory incident,electronics,2,asia-pacific,medium,False,2,25.6,858735.44,production reroute,15,11,51,False
DIS-051702,port congestion,automotive,2,asia-pacific,large,False,3,46.5,20793675.32,inventory buffer,3,11,71,False
DIS-051703,cyber attack,automotive,1,south america,large,True,4,41.6,1332875.38,alternative supplier,2,72,84,True
DIS-051704,cyber attack,electronics,1,north america,large,False,1,11.9,4776333.37,alternative supplier,3,7,24,False
DIS-051705,labor strike,electronics,2,africa/middle east,medium,True,2,22.7,451421.86,alternative supplier,1,8,13,False
DIS-051706,labor strike,automotive,1,asia-pacific,large,False,2,31.9,3204330.25,customer delay,2,3,25,False
DIS-051707,port congestion,electronics,1,asia-pacific,medium,False,3,59.6,417181.58,customer delay,1,13,44,True
DIS-051708,factory incident,consumer goods,1,south america,medium,True,2,26.2,1505938.2,alternative supplier,3,18,23,False
DIS-051709,port congestion,automotive,1,africa/middle east,medium,False,2,38.0,2580181.09,customer delay,4,13,46,True
DIS-051710,natural disaster,automotive,3,africa/middle east,small,True,5,38.5,475617.33,alternative supplier,3,7,242,False
DIS-051711,port congestion,electronics,1,asia-pacific,small,False,2,40.1,143483.28,inventory buffer,1,6,47,False
DIS-051712,cyber attack,automotive,4,asia-pacific,medium,False,4,24.6,1313321.95,production reroute,10,52,256,False
DIS-051713,cyber attack,electronics,1,south america,medium,True,3,18.0,1090678.19,alternative supplier,1,21,122,True
DIS-051714,factory incident,aerospace,4,north america,small,False,2,13.8,373273.77,inventory buffer,17,14,36,False
DIS-051715,labor strike,automotive,2,europe,small,False,1,30.5,315924.03,combined strategy,1,3,34,False
DIS-051716,geopolitical,consumer goods,1,north america,medium,True,2,28.2,314298.37,alternative supplier,3,43,87,True
DIS-051717,geopolitical,automotive,4,asia-pacific,medium,False,3,23.8,808260.45,combined strategy,2,21,232,True
DIS-051718,labor strike,consumer goods,2,asia-pacific,medium,False,1,15.1,667221.21,inventory buffer,4,3,33,False
DIS-051719,port congestion,aerospace,2,north america,large,False,1,20.1,12833669.98,production reroute,1,6,20,False
DIS-051720,natural disaster,consumer goods,1,asia-pacific,medium,True,2,20.4,271282.37,alternative supplier,1,8,19,False
DIS-051721,factory incident,consumer goods,3,south america,small,False,3,17.0,47325.74,production reroute,3,3,56,False
DIS-051722,labor strike,consumer goods,1,asia-pacific,small,True,1,6.3,76809.34,inventory buffer,1,11,23,False
DIS-051723,geopolitical,electronics,1,north america,medium,False,3,38.1,1123338.08,alternative supplier,1,12,90,False
DIS-051724,natural disaster,automotive,3,europe,medium,False,2,32.5,1725488.09,customer delay,3,90,106,False
DIS-051725,labor strike,consumer goods,1,europe,large,False,2,35.2,6466975.03,inventory buffer,4,3,32,False
DIS-051726,port congestion,automotive,1,asia-pacific,medium,False,1,19.1,494331.2,inventory buffer,1,24,76,False
DIS-051727,port congestion,electronics,3,south america,small,True,3,44.1,902488.32,alternative supplier,1,10,26,False
DIS-051728,factory incident,electronics,2,asia-pacific,small,False,1,1.6,10681.75,customer delay,1,47,94,False
DIS-051729,geopolitical,aerospace,2,asia-pacific,large,False,5,76.4,37936836.96,combined strategy,1,11,135,True
